cycle,race,candidate_name,primary_winner,primary_pct,party,state,district,grp_pct,committee_pct,party_contribs_pct,self_fund_pct,platinocitover18,pvi,female,age,latino_cand,party_contribs,self_fund,committee
2012,AZ-2,Frank Antenori,0,0,R,AZ,2,0.045561645,0.045561645,0,0,0.105492884,2,0,46,0,0,0,3500
2012,AZ-2,Jesse Kelly,0,0,R,AZ,2,0.466429305,0.466429305,0,0.028859542,0.105492884,2,0,53,0,0,28326.67,457817
2012,NM-1,Jon Barela,0,0,R,NM,1,0,0,0,0,0.286989346,-5,0,50,1,0,0,0
2012,AZ-2,Charlie Manolakis,0,5.52E-05,D,AZ,2,NA,NA,NA,NA,0.105492884,2,0,61,0,0,0,0
2012,NV-4,Robert X. Leeds,0,0.006836261,R,NV,4,NA,NA,NA,NA,0.100517272,-2,0,60,0,0,0,0
2012,NJ-10,Cathy Wright,0,0.008165194,D,NJ,10,NA,NA,NA,NA,0.085448407,-31,1,40,0,0,0,0
2012,TX-33,J. R. Molina,0,0.01001696,D,TX,33,NA,NA,NA,NA,0.168409705,-14,0,68,1,0,0,0
2012,NV-4,Sid Zeller,0,0.010440835,R,NV,4,NA,NA,NA,NA,0.100517272,-2,0,46,0,0,0,0
2012,TX-33,"Kyev P. Tatum, Sr.",0,0.010652957,D,TX,33,NA,NA,NA,NA,0.168409705,-14,0,42,0,0,0,0
2012,TX-14,Mark Mansius,0,0.0126,R,TX,14,0,0,0,0.585935916,0.145111854,8,0,67,0,0,11557,0
2012,NJ-10,Dennis Flynn,0,0.012695981,D,NJ,10,NA,NA,NA,NA,0.085448407,-31,0,35,0,0,0,0
2012,FL-19,Joe Davidow,0,0.013818876,R,FL,19,0,0,0,0,0.087032175,11,0,40,0,0,0,0
2012,TX-33,Carlos Quintanilla,0,0.015157939,D,TX,33,0,0,0,0,0.168409705,-14,0,54,1,0,0,0
2012,NV-4,Mike Delarosa,0,0.015329798,R,NV,4,NA,NA,NA,NA,0.100517272,-2,0,40,1,0,0,0
2012,TX-36,Tim Wintill,0,0.018077269,R,TX,36,0.032786885,0.032786885,0,0.868852459,0.087952129,20,0,46,0,0,6625,250
2012,TX-33,Jason E. Roberts,0,0.018125927,D,TX,33,0.577777778,0.288888889,0.288888889,0,0.168409705,-14,0,26,0,2600,0,2600
2012,TX-14,George Harper,0,0.0185,R,TX,14,0.014278104,0.014278104,0,0.485731248,0.145111854,8,0,69,0,0,34019.31,1000
2012,TX-36,Daniel Whitton,0,0.020392042,R,TX,36,0,0,0,1,0.087952129,20,0,25,0,0,2600,0
2012,TX-33,Chrysta Castaneda,0,0.020934916,D,TX,33,0.151792604,0.113100371,0.038692232,0.082235131,0.168409705,-14,1,46,1,2600,5525.95,7600
2012,NJ-10,Wayne Smith,0,0.022099808,D,NJ,10,0,0,0,0,0.085448407,-31,0,37,0,0,0,0
2012,TX-36,Keith Casey,0,0.022504731,R,TX,36,NA,NA,NA,NA,0.087952129,20,0,65,0,0,0,0
2012,NV-4,Diana R. Anderson,0,0.025149155,R,NV,4,NA,NA,NA,NA,0.100517272,-2,1,49,0,0,0,0
2012,TX-33,Steve Salazar,0,0.025545898,D,TX,33,0.085883165,0.063991378,0.021891787,0.019365812,0.168409705,-14,0,47,0,2600,2300,7600
2012,TX-36,Jerry L. Doyle,0,0.027171018,R,TX,36,NA,NA,NA,NA,0.087952129,20,0,57,0,0,0,0
2012,NV-4,Kiran Hill,0,0.027593636,R,NV,4,0,0,0,0,0.100517272,-2,0,40,0,0,0,0
2012,TX-36,Lois Dickson Myers,0,0.028622343,R,TX,36,0.049377839,0.049377839,0,0.300019751,0.087952129,20,1,49,0,0,1519,250
2012,CA-41,George Pearne,0,0.030781119,R,CA,41,NA,NA,NA,NA,0.16532047,-3,0,40,0,0,0,0
2012,TX-36,Kim Morrell,0,0.035456433,R,TX,36,0.220521307,0.130578691,0.089942617,0.118562357,0.087952129,20,0,65,0,5000,6591,7259
2012,TX-36,Charles B. Meyer,0,0.039608326,R,TX,36,NA,NA,NA,NA,0.087952129,20,0,37,0,0,0,0
2012,TX-33,Manuel Valdez,0,0.046851813,D,TX,33,0,0,0,0,0.168409705,-14,0,81,1,0,0,0
2012,TX-14,John Gay,0,0.0473,R,TX,14,0,0,0,0,0.145111854,8,0,36,0,0,0,0
2012,CA-51,Daniel Ramirez,0,0.055262479,D,CA,51,NA,NA,NA,NA,0.292592265,-11,0,57,1,0,0,0
2012,NV-1,Herb Peters,0,0.064779367,R,NV,1,NA,NA,NA,NA,0.122247069,-11,0,73,0,0,0,0
2012,CA-51,John Brooks,0,0.073480106,D,CA,51,0,0,0,0,0.292592265,-11,0,65,0,0,0,0
2012,TX-36,Ky D. Griffin,0,0.073944115,R,TX,36,0,0,0,0.290603784,0.087952129,20,0,58,0,0,28936,0
2012,TX-14,Bill Sargent,0,0.0759,R,TX,14,0,0,0,0,0.145111854,8,0,68,0,0,0,0
2012,CA-51,Bernard Portley,0,0.08744856,R,CA,51,NA,NA,NA,NA,0.292592265,-11,0,40,0,0,0,0
2012,TX-36,Jim Engstrand,0,0.093950361,R,TX,36,0,0,0,0.416666667,0.087952129,20,0,45,0,0,12000,0
2012,TX-33,David Alameel,0,0.109391562,D,TX,33,0.624624625,0.312312312,0.312312312,0.375375375,0.168409705,-14,0,66,0,2600,3125,2600
2012,NV-4,Dan Schwartz,0,0.113026185,R,NV,4,0.053547523,0.053547523,0,0,0.100517272,-2,0,62,0,0,0,2000
2012,CA-31,Rita Ramirez-Dean,0,0.116637063,D,CA,31,NA,NA,NA,NA,0.216130486,-2,1,68,1,0,0,0
2012,NV-1,Michael Rodrigues,0,0.117167036,R,NV,1,0,0,0,0,0.122247069,-11,0,65,1,0,0,0
2012,TX-33,Kathleen Hicks,0,0.125715497,D,TX,33,0.05982375,0.029911875,0.029911875,0,0.168409705,-14,1,35,0,2600,0,2600
2012,CA-31,Renea Wickman,0,0.137754095,D,CA,31,0,0,0,0.052068249,0.216130486,-2,1,40,0,0,490.07,0
2012,FL-19,Byron Donalds,0,0.13965399,R,FL,19,0.035736539,0.035736539,0,0.018174333,0.087032175,11,0,32,0,0,2288.54,4500
2012,TX-14,Jay Old,0,0.1402,R,TX,14,0.007183379,0.007183379,0,0.030169855,0.145111854,8,0,49,0,0,17938,4271
2012,TX-14,Michael Truncale,0,0.1418,R,TX,14,0.041266201,0.041266201,0,0.002059833,0.145111854,8,0,53,0,0,758.32,15192
2012,CA-41,Vince Sawyer,0,0.15207032,R,CA,41,0,0,0,0.435294118,0.16532047,-3,0,58,0,0,2516,0
2012,NV-1,Charmaine Guss,0,0.154543623,R,NV,1,NA,NA,NA,NA,0.122247069,-11,1,50,0,0,0,0
2012,FL-19,Gary Aubuchon,0,0.154561708,R,FL,19,0.106128726,0.106128726,0,0.084828386,0.087032175,11,0,51,0,0,36367.22,45499
2012,AZ-2,Matt Heinz,0,0.154828643,D,AZ,2,0,0,0,0.140974131,0.105492884,2,0,35,0,0,30000,0
2012,NJ-10,Niah Gill,0,0.166351576,D,NJ,10,0.199410439,0.199410439,0,0,0.085448407,-31,1,64,0,0,0,23000
2012,TX-14,Linda Dailey,0,0.167566595,D,TX,14,0,0,0,0.500045105,0.145111854,8,1,54,0,0,4600.83,0
2012,FL-19,Paige Kreegel,0,0.176997217,R,FL,19,0.067546993,0.049320027,0.018226966,0,0.087032175,11,0,55,0,8500,0,23000
2012,NV-1,Brian Landsberger,0,0.18134193,R,NV,1,NA,NA,NA,NA,0.122247069,-11,0,40,0,0,0,0
2012,AZ-2,Mark Koskiniemi,0,0.182993997,R,AZ,2,0,0,0,0.422786609,0.105492884,2,0,48,0,0,4761,0
2012,TX-14,Felicia Harris,0,0.1891,R,TX,14,0.242805248,0.242805248,0,0,0.145111854,8,1,42,0,0,0,64500
2012,CA-41,Anna Nevenic,0,0.193067966,D,CA,41,NA,NA,NA,NA,0.16532047,-3,1,65,0,0,0,0
2012,NJ-10,Ronald Rice,0,0.194579354,D,NJ,10,0.381526104,0.381526104,0,0,0.085448407,-31,0,67,0,0,0,28500
2012,TX-36,Mike Jackson,0,0.198151856,R,TX,36,0.193535358,0.193535358,0,0,0.087952129,20,0,59,0,0,0,34500
2012,CT-5,Lisa Wilson Foley,0,0.200861895,R,CT,5,0.065213386,0.065213386,0,0,0.077315437,-2,1,52,0,0,0,40000
2012,CT-5,Justin Bernier,0,0.207629116,R,CT,5,0.027115363,0.027115363,0,0.045144118,0.077315437,-2,0,37,0,0,25000,15016
2012,NV-4,Kenneth A. Wegner,0,0.21001823,R,NV,4,0,0,0,0.434960062,0.100517272,-2,0,39,0,0,23461.55,0
2012,CA-51,Denise Moreno Ducheny,0,0.214016084,D,CA,51,0.131350923,0.131350923,0,0.040583283,0.292592265,-11,1,58,1,0,9637.96,31194
2012,FL-19,Chauncey Goss,0,0.215146994,R,FL,19,0.025492905,0.025492905,0,0,0.087032175,11,0,45,0,0,0,10000
2012,TX-36,Steve Stockman,1,0.217845792,R,TX,36,0.267498644,0.267498644,0,0,0.087952129,20,0,56,0,0,0,22185
2012,TX-36,Stephen Takach,1,0.224275715,R,TX,36,0.068189009,0.068189009,0,0,0.087952129,20,0,50,0,0,0,6250
2012,CA-51,Xanthi Gionis,0,0.225994513,R,CA,51,NA,NA,NA,NA,0.292592265,-11,1,48,0,0,0,0
2012,CT-5,Dan Roberti,0,0.230825881,D,CT,5,0.06987987,0.069347813,0.000532057,0.037701638,0.077315437,-2,0,31,0,642.11,45500,83692
2012,NM-1,Martin Chavez,0,0.249329253,D,NM,1,0.061321058,0.058075654,0.003245404,0.035870701,0.286989346,-5,0,60,1,1900,21000.26,34000
2012,TX-33,Domingo Garcia,0,0.249894,D,TX,33,0.077120967,0.062484871,0.014636096,0,0.168409705,-14,0,64,1,2600,0,11100
2012,CT-5,Mark Greenberg,0,0.270453168,R,CT,5,0,0,0,0.271119477,0.077315437,-2,0,40,0,0,107600,0
2012,TX-14,Randy Weber,1,0.2759,R,TX,14,0.091919251,0.080283902,0.011635348,0.005817674,0.145111854,8,0,59,0,5000,2500,34500
2012,NV-4,Barbara Cegavske,0,0.276516407,R,NV,4,0.15362903,0.15362903,0,0,0.100517272,-2,1,61,0,0,0,29500
2012,CA-31,Justin Kim,0,0.279159266,D,CA,31,0,0,0,0.053422278,0.216130486,-2,0,40,0,0,6605.42,0
2012,FL-19,Trey Radel,1,0.299821215,R,FL,19,0.114777046,0.114777046,0,0,0.087032175,11,0,37,0,0,0,46000
2012,NV-4,Danny Tarkanian,1,0.315089493,R,NV,4,0.048900191,0.034302247,0.014597943,0.000519687,0.100517272,-2,0,60,0,5000,178,11749
2012,CT-5,Andrew Roraback,1,0.321055821,R,CT,5,0.064006434,0.023979356,0.040027078,0,0.077315437,-2,0,52,0,21700,0,13000
2012,CT-5,Chris Donovan,0,0.323198317,D,CT,5,0.233913607,0.233913607,0,0,0.077315437,-2,0,57,0,0,0,199082
2012,NM-1,Eric Griego,0,0.350088036,D,NM,1,0.127276495,0.127137787,0.000138707,0,0.286989346,-5,0,46,1,72.27,0,66242
2012,TX-33,Charles King,0,0.362134251,R,TX,33,NA,NA,NA,NA,0.168409705,-14,0,56,0,0,0,0
2012,TX-33,Marc Veasey,1,0.367712529,D,TX,33,0.252660306,0.245360257,0.007300049,0,0.168409705,-14,0,41,0,5200,0,174776
2012,FL-14,Eddie Adams,0,0.396915706,R,FL,14,0.588235294,0.588235294,0,0,0.059687403,-11,0,58,0,0,0,1000
2012,NM-1,Michelle Grisham,1,0.400582711,D,NM,1,0.223158444,0.213694148,0.009464297,0,0.286989346,-5,1,53,1,5360.65,0,121038
2012,CT-5,Elizabeth Esty,1,0.445975802,D,CT,5,0.073351578,0.063377108,0.00997447,0.005195563,0.077315437,-2,1,53,0,14772.27,7694.67,93862
2012,CA-31,Pete Aguilar,0,0.466449576,D,CA,31,0.356466723,0.352151121,0.004315602,0,0.216130486,-2,0,33,1,1522.95,0,124272
2012,AZ-6,W John Williamson,0,0.480883709,D,AZ,6,0.451612903,0.093189964,0.358422939,0.184587814,0.120706566,10,0,50,0,2000,1030,520
2012,AZ-5,Kirk Adams,0,0.481534772,R,AZ,5,0.11925227,0.11925227,0,0,0.078596331,16,0,38,0,0,0,65000
2012,CA-31,Bob Dutton,0,0.482163335,R,CA,31,0.064567505,0.064567505,0,0,0.216130486,-2,0,62,0,0,0,6000
2012,NV-1,Chris Edwards,1,0.482168044,R,NV,1,0,0,0,0,0.122247069,-11,0,48,0,0,0,0
2012,AZ-6,Ben Quayle,0,0.485184957,R,AZ,6,0.181738236,0.181738236,0,0,0.120706566,10,0,37,0,0,0,358143
2012,AZ-6,David Schweikert,1,0.514815043,R,AZ,6,0.498201756,0.498201756,0,0.002707034,0.120706566,10,0,40,0,0,3500,644139
2012,CA-31,Gary Miller,1,0.517836665,R,CA,31,0.62953924,0.624074556,0.005464684,0,0.216130486,-2,0,64,0,5000,0,571007
2012,AZ-5,Matt Salmon,1,0.518465228,R,AZ,5,0.187287975,0.187287975,0,0,0.078596331,16,0,55,0,0,0,148289
2012,AZ-6,Matt Jette,1,0.519116291,D,AZ,6,0,0,0,0,0.120706566,10,0,39,0,0,0,0
2012,NJ-10,Donald Payne,1,0.596108087,D,NJ,10,0.527862906,0.525361186,0.00250172,0,0.085448407,-31,0,87,0,1000,0,210000
2012,FL-14,Evolio Otero,1,0.603084294,R,FL,14,0.06148717,0.06148717,0,0,0.059687403,-11,0,52,1,0,0,4500
2012,TX-33,Chuck Bradley,1,0.637865749,R,TX,33,0,0,0,1,0.168409705,-14,0,66,0,0,5000,0
2012,CA-51,Juan Vargas,1,0.657241331,D,CA,51,0.524541532,0.520945703,0.003595829,0,0.292592265,-11,0,51,1,2000,0,289750
2012,CA-51,Michael Crimmins,1,0.686556927,R,CA,51,0,0,0,0,0.292592265,-11,0,65,0,0,0,0
2012,CA-41,Mark Takano,1,0.806932034,D,CA,41,0.683421392,0.670740566,0.012680826,0.001435412,0.16532047,-3,0,51,0,11926.27,1350,630829
2012,AZ-2,Martha McSally,1,0.817006003,R,AZ,2,0.16171658,0.134857079,0.026859501,9.46E-05,0.105492884,2,1,46,0,12000,42.28,60250
2012,CA-41,John Tavaglione,1,0.817148561,R,CA,41,0.178224512,0.161331194,0.016893319,0.001013599,0.16532047,-3,0,63,0,10000,600,95500
2012,TX-14,Nick Lampson,1,0.832433405,D,TX,14,0.597423133,0.580560479,0.016862654,8.88E-06,0.145111854,8,0,67,0,9499.38,5,327052
2012,AZ-2,Ron Barber,1,0.845116125,D,AZ,2,0.44986595,0.438810024,0.011055926,0,0.105492884,2,0,67,0,14790.49,0,587035
2012,TX-14,Robert Gonzalez,0,0.982,R,TX,14,0,0,0,0,0.145111854,8,0,53,1,0,0,0
2012,FL-14,Kathy Castor,1,1,D,FL,14,0.475381119,0.475381119,0,0,0.059687403,-11,1,47,0,0,0,344918
2012,FL-19,Jim Roach,1,1,D,FL,19,0.139931544,0.106008745,0.033922798,0.002457707,0.087032175,11,0,61,0,800,57.96,2500
2012,NM-1,Janie Arnold-Jones,1,1,R,NM,1,0.026363834,0.026363834,0,0.002142062,0.286989346,-5,1,60,0,0,325,4000
2014,OK-5,James Paul Lankford,0,0,D,OK,5,0,0,0,0,0.040755774,12,0,46,0,0,0,0
2014,OK-5,Kevin Calvey,0,0,R,OK,5,NA,NA,NA,NA,0.040755774,12,0,43,0,0,0,0
2014,OK-5,Jeff Cloud,0,0,R,OK,5,NA,NA,NA,NA,0.040755774,12,0,58,0,0,0,0
2014,CA-45,Julie Bornstein,0,0,D,CA,45,NA,NA,NA,NA,0.087248844,7,1,41,0,0,0,0
2014,CA-45,Sukhee Kang,0,0,D,CA,45,0.4,0.4,0,0,0.087248844,7,0,59,0,0,0,1000
2014,CA-45,Patrick Maciariello,0,0,R,CA,45,0.012732582,0.012732582,0,0.171100435,0.087248844,7,0,39,0,0,201570,15000
2014,CA-45,John Moorlach,0,0,R,CA,45,0.004101723,0.004101723,0,0,0.087248844,7,0,51,0,0,0,500
2014,VA-8,Nancy Najarian,0,0,D,VA,8,0.002960682,0.002960682,0,0.598057793,0.058303504,-16,1,35,0,0,202000,1000
2014,VA-8,Mark David Sickles,0,0,D,VA,8,0.133010902,0.133010902,0,0.019439217,0.058303504,-16,0,57,0,0,2500,17106
2014,VA-8,Alfonso Hoffman Lopez,0,0,D,VA,8,0.038479428,0.038479428,0,0,0.058303504,-16,0,41,1,0,0,9100
2014,VA-8,Thomas Odonoghue ,0,0,R,VA,8,NA,NA,NA,NA,0.058303504,-16,0,45,0,0,0,0
2014,NY-4,Carolyn McCarthy,0,0,D,NY,4,0.634427518,0.634427518,0,0,0.069466333,-3,1,55,0,0,0,339000
2014,NY-4,Francis X. Becker Jr.,0,0,R,NY,4,0,0,0,0,0.069466333,-3,0,43,0,0,0,0
2014,NY-4,Peter A. Zinno,0,0,R,NY,4,NA,NA,NA,NA,0.069466333,-3,0,55,0,0,0,0
2014,TX-36,Lois Dickson Myers,0,0,R,TX,36,NA,NA,NA,NA,0.087132821,25,1,45,0,0,0,0
2014,TX-36,Stephen Vincent Takach,0,0,R,TX,36,NA,NA,NA,NA,0.087132821,25,0,55,0,0,0,0
2014,TX-36,James Michael Jackson,0,0,R,TX,36,NA,NA,NA,NA,0.087132821,25,0,50,0,0,0,0
2014,CA-11,George Miller,0,0,D,CA,11,0.513643929,0.513643929,0,0,0.092544651,-17,0,67,0,0,0,352125
2014,CA-11,Brad Goehring,0,0,R,CA,11,NA,NA,NA,NA,0.092544651,-17,0,55,0,0,0,0
2014,AZ-7,Steve Gallardo ,0,0,D,AZ,7,NA,NA,NA,NA,0.194830104,-16,0,46,1,0,0,0
2014,VA-8,Satish W. Korpe,0,0.000812876,D,VA,8,0.258050883,0.258050883,0,0.446031612,0.058303504,-16,0,59,0,0,10554,6106
2014,VA-8,Bruce Bowen Shuttleworth,0,0.002167669,D,VA,8,0.007791803,0.007791803,0,0.71424861,0.058303504,-16,0,45,0,0,275000,3000
2014,VA-8,Charniele L. Herring,0,0.00314312,D,VA,8,0.0393943,0.0393943,0,0.011443847,0.058303504,-16,1,42,0,0,2500,8606
2014,VA-8,Derek Hyra,0,0.012599577,D,VA,8,0.006457145,0.006457145,0,0.014046105,0.058303504,-16,0,45,0,0,889.69,409
2014,TX-36,Pat Kasprzak,0,0.021656026,R,TX,36,NA,NA,NA,NA,0.087132821,25,1,58,0,0,0,0
2014,TX-36,Jim Ergstrand,0,0.024993693,R,TX,36,NA,NA,NA,NA,0.087132821,25,0,44,0,0,0,0
2014,TX-36,Kim Morrell,0,0.02802088,R,TX,36,0,0,0,0.218226257,0.087132821,25,0,55,0,0,10000,0
2014,TX-36,John Admur,0,0.028525411,R,TX,36,0.014188422,0.014188422,0,0.283768445,0.087132821,25,0,38,0,0,1.00E+05,5000
2014,TX-36,Charles B. Meyer,0,0.030543535,R,TX,36,0,0,0,0.32,0.087132821,25,0,45,0,0,3200,0
2014,CA-31,Ryan Downing,0,0.033,R,CA,31,NA,NA,NA,NA,0.251154445,-5,0,35,0,0,0,0
2014,CA-11,Ki Ingersol ,0,0.035366973,D,CA,11,0,0,0,0.015388002,0.092544651,-17,0,45,0,0,1957.5,0
2014,TX-36,David Norman ,0,0.045116721,R,TX,36,0.003478198,0.003478198,0,0.75822311,0.087132821,25,0,60,0,0,63000,289
2014,TX-36,Robin Riley,0,0.05138455,R,TX,36,0,0,0,0.790957854,0.087132821,25,0,50,0,0,94320.68,0
2014,OK-5,Harvey Sparks,0,0.052699603,R,OK,5,0,0,0,0,0.040755774,12,0,40,0,0,0,0
2014,CA-11,Tony Daysog,0,0.05324159,D,CA,11,0,0,0,0,0.092544651,-17,0,48,0,0,0,0
2014,VA-8,Lavern Chatman,0,0.053324663,D,VA,8,0.010378001,0.010378001,0,0,0.058303504,-16,1,45,0,0,0,7205
2014,VA-8,Paul Haring,0,0.060422961,R,VA,8,1,1,0,0,0.058303504,-16,0,77,0,0,0,3500
2014,TX-36,John Philip Fitzgerald,0,0.06574428,R,TX,36,0,0,0,0.74916388,0.087132821,25,0,54,0,0,22400,0
2014,VA-8,Mark Herbert Levine L,0,0.06703517,D,VA,8,4.83E-05,4.83E-05,0,0.772342418,0.058303504,-16,0,41,0,0,4.00E+05,25
2014,TX-36,Doug Centilli,0,0.068034075,R,TX,36,0.136572917,0.136572917,0,0,0.087132821,25,0,47,0,0,0,67750
2014,TX-36,John Manlove,0,0.069004327,R,TX,36,0.019643177,0.019643177,0,0.46059836,0.087132821,25,0,50,0,0,117241.31,5000
2014,AZ-7,Jarret Maupin,0,0.072,D,AZ,7,0,0,0,0,0.194830104,-16,0,45,0,0,0,0
2014,AZ-7,Randy Camacho,0,0.076,D,AZ,7,0,0,0,0.697412823,0.194830104,-16,0,46,1,0,310000,0
2014,CA-35,Anthony Vieyra,0,0.081,D,CA,35,NA,NA,NA,NA,0.298478096,-15,0,42,0,0,0,0
2014,VA-8,William D. Bill Euille,0,0.084186853,D,VA,8,0.008289154,0.008289154,0,0.000881825,0.058303504,-16,0,60,0,0,500,4700
2014,CA-31,Danny Tillman,0,0.087,D,CA,31,0,0,0,0,0.251154445,-5,0,58,0,0,0,0
2014,CA-35,Scott Heydenfeldt,0,0.098,D,CA,35,0,0,0,0.901341558,0.298478096,-15,0,35,0,0,913598,0
2014,CA-31,Joe Baca,0,0.112,D,CA,31,0,0,0,0,0.251154445,-5,0,67,1,0,0,0
2014,OK-5,Shane David Jett,0,0.127771508,R,OK,5,0.04689081,0.04689081,0,0,0.040755774,12,0,39,0,0,0,6071
2014,VA-8,Adam Ebbin,0,0.13873083,D,VA,8,0.057078743,0.057078743,0,0,0.058303504,-16,0,51,0,0,0,24266
2014,OK-5,Michael Jeffrey Turner,0,0.141205811,R,OK,5,0,0,0,0.443955107,0.040755774,12,0,30,0,0,625000,0
2014,CA-35,Christina Gagnier,1,0.152,D,CA,35,0,0,0,0.258792474,0.298478096,-15,1,34,0,0,10000,0
2014,CA-31,Eloise Gomez Reyes,0,0.159,D,CA,31,0.439211001,0.439211001,0,0,0.251154445,-5,1,58,1,0,0,1.00E+05
2014,OK-5,Joseph Clark Jolley,0,0.167946991,R,OK,5,0.07613035,0.07613035,0,0,0.040755774,12,0,48,0,0,0,32800
2014,CA-31,Leslie Gooch,0,0.17,R,CA,31,NA,NA,NA,NA,0.251154445,-5,1,30,0,0,0,0
2014,CA-31,Pete Aguilar,1,0.174,D,CA,31,0.007613363,0.003806681,0.003806681,0,0.251154445,-5,0,45,1,1000,0,1000
2014,VA-8,Patrick Alan Hope,0,0.184495746,D,VA,8,0.190116015,0.190116015,0,0.032111506,0.058303504,-16,0,43,0,0,10100,59797
2014,TX-36,Benjamin Earl Streusand,0,0.233326218,R,TX,36,0.021394816,0.021394816,0,0.802134513,0.087132821,25,0,60,0,0,1031030.07,27500
2014,OK-5,Patrice Douglass,0,0.244657225,R,OK,5,0.039797409,0.039797409,0,0,0.040755774,12,1,49,0,0,0,40750
2014,OK-5,Steven Dane Russell,1,0.265718863,R,OK,5,0.000729182,0.000729182,0,0,0.040755774,12,0,51,0,0,0,250
2014,CA-31,Paul Chabot,1,0.266,R,CA,31,0,0,0,0,0.251154445,-5,0,40,0,0,0,0
2014,OK-5,"Leonard, Leona",0,0.269708639,D,OK,5,NA,NA,NA,NA,0.040755774,12,1,45,0,0,0,0
2014,OK-5,Al McAffrey,0,0.3089806,D,OK,5,0,0,0,0.001064963,0.040755774,12,0,66,0,0,100,0
2014,TX-36,Brian Babin ,1,0.333650282,R,TX,36,0.062293143,0.061782544,0.0005106,0.079883297,0.087132821,25,0,63,0,500,78225,60500
2014,NY-4,Frank Scaturro,0,0.34272872,R,NY,4,0.012321009,0.012321009,0,0.179214681,0.069466333,-3,0,45,0,0,40000,2750
2014,CA-45,Gregory Gerard Raths,0,0.349404909,R,CA,45,0,0,0,0.629420947,0.087248844,7,0,54,0,0,268550,0
2014,AZ-7,Mary Rose Wilcox,0,0.363,D,AZ,7,0.106556688,0.106556688,0,0,0.194830104,-16,1,64,1,0,0,35500
2014,OK-5,Thomas Guild ,1,0.421310761,D,OK,5,0.001271391,0,0.001271391,0.541612633,0.040755774,12,0,50,0,100,42600,0
2014,VA-8,Dennis Bartow,0,0.432024169,R,VA,8,0,0,0,0.037249284,0.058303504,-16,0,40,0,0,130,0
2014,NY-4,Kevan Abrahams,0,0.436581084,D,NY,4,0.025281126,0.020224901,0.005056225,0,0.069466333,-3,0,40,0,250,0,1000
2014,VA-8,Donald Sternoff Beyer Jr.,1,0.453503495,D,VA,8,0.044082603,0.044082603,0,0.093639368,0.058303504,-16,0,64,0,0,205200,96602
2014,AZ-7,Ruben Gallego,1,0.489,D,AZ,7,0.299634692,0.299634692,0,0,0.194830104,-16,0,34,1,0,0,227038
2014,VA-8,Micah K. Edmond,1,0.50755287,R,VA,8,0.123496252,0.123496252,0,0.037775324,0.058303504,-16,0,40,0,0,2600,8500
2014,NY-4,Kathlreen Rice,1,0.563418916,D,NY,4,0.075691346,0.075558985,0.00013236,0,0.069466333,-3,1,49,0,317.65,0,181333
2014,CA-45,Mimi Walters,1,0.650595092,R,CA,45,0.243675116,0.243675116,0,0,0.087248844,7,1,52,0,0,0,328900
2014,NY-4,Bruce Blakeman,1,0.65727128,R,NY,4,0,0,0,0.406793451,0.069466333,-3,0,49,0,0,2.00E+05,0
2014,CA-35,Norma Torres,1,0.671,D,CA,35,0.967432839,0.967432839,0,0,0.298478096,-15,1,49,1,0,0,2410000
2014,CA-11,Mark Desaulnier,1,0.911391437,D,CA,11,0.438436763,0.438436763,0,0,0.092544651,-17,0,62,0,0,0,134355
2014,CA-45,Drew Eugene Leavens,1,1,D,CA,45,0.038189533,0.038189533,0,0.763790665,0.087248844,7,0,62,0,0,27000,1350
2014,CA-11,Tue Phan Quang,1,1,R,CA,11,0.039506285,0.039506285,0,0.062509945,0.092544651,-17,0,59,0,0,5500,3476